STATIONCODE,LOCATION,STATE,MONTH,Temp,D.O._(mg/l),PH,CONDUCTIVITY_(µmhos/cm),TURBIDITY_(FNU),COLOR_(mgPt/L),ALKALINITY_(mmol/L),B.O.D._(mg/l),NITRATE,FECAL_COLIFORM_(MPN/100ml),Int_(cfu/100ml),CIPerf_(cfu/100_ml),TERMOTOL_COLIFORM_(cfu/100_ml),TOTAL_COLIFORM_(MPN/100ml)Mean,year
1548,SKJAERSJOELVA,OSLO,MAR,25,5.6,6.8,67,1.12,8,6.9,1.9,0.06,82,0.76,<1,<1,137,2009
2271,SKJAERSJOELVA,OSLO,APR,28,5.2,7.2,29,1.08,8,7,1.65,0.04,37,0.65,<1,<1,144,2009
2272,SKJAERSJOELVA,OSLO,MAY,26,6.2,7.1,146,0.95,8,7.1,2.1,0.09,920,0.67,<1,<1,2400,2009
2274,SKJAERSJOELVA,OSLO,JUN,31,3.6,7,29,1.13,8,6.5,2,0.09,33,0.71,<1,<1,170,2009
2275,SKJAERSJOELVA,OSLO,JUL,30,6.8,7.2,1370,0.98,8,7,2.6,0.08,33,0.73,<1,<1,110,2009
2276,SKJAERSJOELVA,OSLO,AUG,28,8.1,7.1,335,1.13,15,7.5,3.2,0.21,1300,0.1,<1,<1,5400,2009
1093,SKJAERSJOELVA,OSLO,AUG,26,6.3,7.6,119,1.11,15,8,3.67,0.37,157,0.67,<1,<1,781,2009
1094,SKJAERSJOELVA,OSLO,SEP,27,6.4,7.6,109,1.14,15,8.2,3.4,0.42,95,0.65,<1,<1,316,2009
2162,SKJAERSJOELVA,OSLO,OCT,27,5.9,7.2,119,1.08,15,6.6,4.04,0.65,133,0.74,<1,<1,223,2009
1461,SKJAERSJOELVA,OSLO,NOV,25,5.3,7.7,109,1.03,,7.9,3.25,0.38,165,0.67,<1,<1,296,2009
1092,SKJAERSJOELVA,OSLO,NOV,26,6,7.8,301,1.1,16,9,5.43,0.3,166,0.79,<1,<1,1050,2009
1462,SKJAERSJOELVA,OSLO,DEC,22,6.6,7.2,131,1.09,16,0,4.5,0.83,285,0.1,<1,<1,737,2009
1151,SKJAERSJOELVA,OSLO,DEC,22,6.8,7.2,110,1.03,9,9.6,3.9,0.49,480,0.76,<1,<1,1036,2009
1152,DAUSJOELVA,OSLO,JAN,27,6.7,7.6,109,1.03,9,3.2,4.13,0.28,260,0.77,<1,<1,624,2009
2198,DAUSJOELVA,OSLO,JAN,29,5.2,7,478,1.07,9,5.5,16.3,0.35,500,0.68,<1,<1,1008,2009
2164,DAUSJOELVA,OSLO,FEB,21,6.9,6.6,291,1.16,12,5,1.96,1.4,4,0.67,<1,<1,104,2009
2168,DAUSJOELVA,OSLO,FEB,32,0.7,7.3,12697,1.12,12,7,45.6,1.32,642,0.76,<1,<1,1259,2009
2199,DAUSJOELVA,OSLO,MAR,23,6.8,6.6,6232,1.11,12,7.2,2.13,2.72,6,0.67,<1,<1,106,2009
17,DAUSJOELVA,OSLO,APR,29,6.2,6.5,1638,0.94,12,6.6,1.5,0.8,349,0.64,<1,<1,816,2009
18,DAUSJOELVA,OSLO,MAY,28,7.3,6.6,36,1.14,,6.7,0.6,0.41,304,0.67,<1,<1,1056,2009
1338,DAUSJOELVA,OSLO,MAY,28,6.4,6.7,41,1.01,20,6.1,1,0.75,443,0.74,<1,<1,1179,2009
2335,DAUSJOELVA,OSLO,JUN,28,5.1,6.8,52,1.1,20,5.4,1.6,0.22,555,0.66,<1,<1,1680,2009
2334,DAUSJOELVA,OSLO,JUN,28,6.8,6.7,183,1.09,22,5.8,1.3,0.28,358,0.63,<1,<1,1748,2009
2333,DAUSJOELVA,OSLO,JUL,27,6.3,6.3,115,0.97,,0,0.9,0.5,455,0.56,<1,<1,2865,2009
2336,DAUSJOELVA,OSLO,AUG,28,7.2,6.7,455,1.03,,7,1.1,0.28,245,0.68,<1,<1,753,2009
20,DAUSJOELVA,OSLO,SEP,27,6.8,6.9,80,1.02,,4.8,0.4,0.52,207,0.74,<1,<1,508,2009
21,DAUSJOELVA,OSLO,SEP,27,6.8,7,4515,1.13,,4.9,0.4,1.53,184,0.66,<1,<1,427,2009
42,DAUSJOELVA,OSLO,SEP,29,7.7,7.2,47,1.11,,6.4,1,2,253,0.62,<1,<1,452,2009
43,DAUSJOELVA,OSLO,OCT,29,7.1,6.8,57,1.01,,,1.5,1.12,230,0.77,<1,<1,681,2009
1154,DAUSJOELVA,OSLO,NOV,29,6.6,6.3,148,1.08,,,1.2,0.93,190,0.78,<1,<1,935,2009
1155,DAUSJOELVA,OSLO,DEC,26,1.8,6.8,2013,1.1,,,5.5,1.8,20458,0.66,<1,<1,31167,2009
1156,DAUSJOELVA,OSLO,DEC,26,6.7,6.2,40,0.97,18,7.6,0.6,1,425,0.17,<1,<1,1100,2009
1341,SVARTEDIKET,BERGEN,JAN,26,5.8,6.3,65,1.05,11,7.9,1.1,2.97,525,0.7,<1,<1,1200,2009
1565,SVARTEDIKET,BERGEN,JAN,26,5.1,6.3,50,1.08,9,7,1,3.1,700,0.65,<1,<1,1600,2009
1339,SVARTEDIKET,BERGEN,FEB,26,6.6,6.2,42,0.95,16,7.8,0.6,1.97,475,0.51,<1,<1,925,2009
1340,SVARTEDIKET,BERGEN,FEB,27,6.6,6.4,43,1.07,16,6.7,0.7,3.13,400,0.74,<1,<1,975,2009
1384,SVARTEDIKET,BERGEN,FEB,27,6.7,6.4,50,1.09,22,7.3,0.5,3.6,500,0.7,<1,<1,1175,2009
1342,SVARTEDIKET,BERGEN,MAR,26,6.6,6.3,46,1.04,28,7.6,0.6,1.07,624,0.69,<1,<1,1010,2009
1443,SVARTEDIKET,BERGEN,MAR,27,5.9,6.4,54,1.15,7,7.4,0.7,3.53,375,0.74,<1,<1,985,2009
1442,SVARTEDIKET,BERGEN,APR,27,7.6,6.7,55,1.09,7,7.8,0.7,4.17,295,0.75,<1,<1,1575,2009
1563,SVARTEDIKET,BERGEN,APR,27,6.5,6.7,72,1.09,7,8,0.8,2.83,30,0.97,<1,<1,775,2009
1564,SVARTEDIKET,BERGEN,APR,29,7.3,7.4,71,1.11,12,8,0.7,4.1,490,0.85,<1,<1,940,2009
1566,SVARTEDIKET,BERGEN,MAY,27,6.3,6.7,79,1.11,18,7.6,0.7,2.03,190,0.83,<1,<1,702,2009
1567,SVARTEDIKET,BERGEN,MAY,26,6.9,6.6,33,1.07,18,6.8,0.4,1.4,0,0.69,<1,<1,28,2009
1568,SVARTEDIKET,BERGEN,MAY,27,6.8,6.7,46,1.04,18,5.8,0.4,1.47,30,0.73,<1,<1,150,2009
1569,SVARTEDIKET,BERGEN,JUN,29,5.9,7.1,6666,1.16,11,5.1,0.7,4.13,118,0.66,<1,<1,393,2009
1570,SVARTEDIKET,BERGEN,JUN,28,6.4,7.1,17771,1.08,11,6.6,1,5.2,760,0.82,<1,<1,1865,2009
1571,SVARTEDIKET,BERGEN,JUL,28,7.3,6.7,62,1.13,11,,0.9,2.8,293,0.62,<1,<1,920,2009
1572,SVARTEDIKET,BERGEN,JUL,28,7.6,6.6,61,1.01,16,,0.5,3.4,85,0.91,<1,<1,503,2009
1573,SVARTEDIKET,BERGEN,AUG,30,2.4,6.7,221,0.94,16,,2.1,3.97,220,0.66,<1,<1,660,2009
2284,SVARTEDIKET,BERGEN,AUG,27,7.1,6.8,89,1.01,9,,1.2,0.4,620,0.83,1,<1,1600,2009
2285,SVARTEDIKET,BERGEN,SEP,27,6.4,6.7,110,1,9,,0.5,0.2,1400,0.18,<1,<1,3200,2009
2286,SVARTEDIKET,BERGEN,OCT,27,3.5,6.9,105,1.01,9,,0.7,0.15,265,0.17,<1,<1,800,2009
2287,SVARTEDIKET,BERGEN,NOV,28,7.4,7.3,155,1,9,,0.8,1.2,570,0.71,<1,<1,920,2009
2288,SVARTEDIKET,BERGEN,NOV,28,6.8,6.9,77,0.97,5,,0.9,1.8,215,0.7,<1,<1,470,2009
2289,SVARTEDIKET,BERGEN,DEC,27,5.5,6.5,75,0.95,5,,1.9,0.1,1300,0.92,<1,<1,2100,2009
2290,SVARTEDIKET,BERGEN,DEC,31,5.4,6.5,102,0.99,5,,4,0.1,320,0.74,<1,<1,680,2009
2291,OYEREN,STROMMEN,JAN,30,4.8,6.8,90,1.08,5,,1.1,0.1,730,0.97,<1,<1,1090,2009
2292,,STROMMEN,JAN,28,5.8,6.3,87,0.92,5,,0.7,0.1,633,0.67,<1,<1,1500,2009
2293,OYEREN,STROMMEN,FEB,27,7.3,6.6,57,0.97,5,,0.4,0.25,297,0.72,<1,<1,883,2009
2294,OYEREN,STROMMEN,FEB,28,5.8,7.5,18291,1.06,12,,0.8,0.25,435,0.74,2,<1,1000,2009
2295,OYEREN,STROMMEN,MAR,28,6.2,6.7,2497,1.01,,8.2,0.5,0.15,510,1.11,<1,<1,1100,2009
2296,OYEREN,STROMMEN,MAR,27,7.3,6.1,45,1.03,20,6.6,0.7,0.2,150,0.64,<1,<1,1050,2009
2297,,STROMMEN,APR,27,7.6,6.3,39,1.08,20,7.9,0.5,0.2,1040,0.74,<1,<1,2588,2009
2298,OYEREN,STROMMEN,APR,25,7.7,6.6,31,1.07,22,9,0.3,0.15,490,0.68,<1,<1,1300,2009
2299,OYEREN,STROMMEN,MAY,28,5.4,5.9,595,1.02,22,0,0.8,0.1,570,0.84,<1,<1,1375,2009
2300,OYEREN,STROMMEN,JUN,28,7.4,6.1,30,1.03,18,9.6,0.9,0.3,690,0.77,<1,<1,1050,2009
2301,OYEREN,STROMMEN,JUN,28,6.6,5.9,37,0.92,17,3.2,0.7,0.1,540,0.77,<1,<1,1725,2009
2302,,STROMMEN,JUL,28,6.5,6.5,1135,0.86,18,5.5,0.7,0.25,850,0.25,<1,<1,1850,2009
2303,OYEREN,STROMMEN,JUL,27,7.2,5.9,39,0.91,17,5,0.8,0.55,440,0.82,<1,<1,1500,2009
2304,OYEREN,STROMMEN,JUL,29,6.3,6.5,925,0.98,18,7,1.1,0.3,830,0.72,<1,<1,1550,2009
2305,OYEREN,STROMMEN,JUL,27,7.6,6.6,50,1.09,17,7.2,0.6,0.25,1660,0.73,<1,<1,3000,2009
2306,OYEREN,STROMMEN,AUG,27,7.3,6.5,64,1.1,16,6.6,1.4,0.5,1280,0.67,<1,<1,2850,2009
2307,,STROMMEN,AUG,27,7.5,7,74,0.96,16,6.7,0.8,0.1,1400,0.28,<1,<1,2800,2009
2326,OYEREN,STROMMEN,SEP,26,4.4,7.3,428,1,16,6.1,0.4,0.15,285,0.68,9.9,<1,1090,2009
2331,OYEREN,STROMMEN,SEP,27,6.8,7,169,1.09,16,5.4,0.4,0.25,255,0.68,<1,<1,560,2009
2337,OYEREN,STROMMEN,SEP,29,1.7,6.2,181,1.05,15,5.8,3,0.45,672,0.76,<1,<1,2208,2009
2338,OYEREN,STROMMEN,SEP,29,3,6.1,80,1.06,15,0,2,0.13,268,0.65,<1,<1,1240,2009
1448,,STROMMEN,OCT,28,6.9,7.8,469,0.95,15,7,0.89,0.86,152,0.72,<1,<1,5874,2009
1455,OYEREN,STROMMEN,OCT,32,7.7,8.1,266,1.01,15,4.8,1.83,1.01,1950,0.72,<1,<1,3175,2009
1456,OYEREN,STROMMEN,NOV,32,6.8,7.8,16468,1.02,15,4.9,1.65,2,440,0.73,<1,<1,775,2009
1642,OYEREN,STROMMEN,DEC,28,7.5,8.2,233,1.03,,6.4,2.5,0.89,2600,0.76,<1,<1,4300,2009
1643,OYEREN,STROMMEN,DEC,26,7.6,8.1,233,0.98,,,1.35,1.43,2025,0.73,<1,<1,3200,2009
1685,,STROMMEN,JAN,26,7,7.6,593,0.96,,,0.25,1.95,0,0.48,<1,<1,0,2009
1159,SEVELLE,STROMMEN,JAN,25,7.6,6.6,118,0.99,,,1.15,0.15,70,0.8,<1,<1,180,2009
1160,SEVELLE,STROMMEN,FEB,27,6.8,6.6,179,1.02,,,1.88,0.2,118,0.64,<1,<1,253,2009
1161,SEVELLE,STROMMEN,FEB,28,6.8,6.7,172,1.07,,,2.14,0.19,263,0.64,<1,<1,402,2009
1162,SEVELLE,STROMMEN,MAR,28,6.9,7.1,260,0.95,,,1.78,0.13,110,0.75,<1,<1,200,2009
1328,SEVELLE,STROMMEN,MAR,27,7.3,6.6,94,1.12,,7.6,1.27,0.17,73,0.68,<1,<1,150,2009
1329,SEVELLE,STROMMEN,APR,26,7.4,6.7,88,0.99,16,7.9,1.03,0.15,89,0.77,<1,<1,173,2009
1330,SEVELLE,STROMMEN,APR,28,7.2,7.2,439,1.01,16,7,2.28,0.14,236,0.29,<1,<1,415,2009
1450,SEVELLE,STROMMEN,MAY,27,6.8,7.6,749,1.03,9,7.8,2.25,0.36,424,0.86,<1,<1,699,2009
1444,SEVELLE,STROMMEN,MAY,26,6.9,7.3,252,1.13,9,6.7,4.33,1,322,0.88,<1,<1,858,2009
1894,SEVELLE,STROMMEN,JUN,29,7,7.3,46,1.05,9,7.3,1,0,49,0.65,<1,<1,707,2009
1892,SEVELLE,STROMMEN,JUN,31,7,7.3,40,1.08,12,7.6,1,0,12,0.86,<1,<1,81,2009
2352,SEVELLE,STROMMEN,JUN,30,7.7,8.1,195,1,12,7.4,1.1,0.7,0,0.63,<1,<1,10,2009
1871,SEVELLE,STROMMEN,JUL,23,8,8.2,572,1.03,12,7.8,0.5,0,12,0.72,<1,<1,26,2009
1884,SEVELLE,STROMMEN,AUG,24,3.8,7.8,1424,0.94,12,8,155.6,0.66,0,0.75,<1,<1,0,2009
1870,SEVELLE,STROMMEN,AUG,23,4.9,7.8,704,1.08,,8,3.5,0,57,0.72,<1,<1,375,2009
1023,SEVELLE,STROMMEN,SEP,20,5.9,7.2,703,1,20,7.6,5.4,2.05,1950,0.64,<1,<1,21000,2009
1024,SEVELLE,STROMMEN,OCT,21,5.3,7.4,1095,0.98,20,6.8,27,3.35,48000,0.76,<1,<1,217500,2009
1025,SEVELLE,STROMMEN,OCT,30,6.7,6.9,1094,0.96,22,,17.1,19.4,0,0.84,<1,<1,0,2009
1026,SEVELLE,STROMMEN,NOV,30,6.2,7,1312,0.96,22,,22.3,17.7,0,0.75,<1,<1,0,2009
1295,SEVELLE,STROMMEN,DEC,21,5.7,7.3,732,1.05,18,,10.7,2.4,5450,0.67,<1,<1,45500,2009
1473,SEVELLE,STROMMEN,DEC,21,5,7.2,983,0.98,11,,26.1,3.05,32250,0.71,<1,<1,135000,2009
1698,SEVELLE,STROMMEN,DEC,20,5,7.3,748,1.01,9,,7.4,2.65,12500,0.21,<1,<1,90000,2009
1699,BRUSDALSVATNET,ALESUND,JAN,20,5.1,7.2,760,1.04,16,7.8,13.5,2.55,22000,0.73,<1,<1,122500,2009
1700,BRUSDALSVATNET,ALESUND,JAN,21,4.5,7.2,856,0.99,16,7.9,23.8,3.45,34000,0.71,<1,<1,232500,2009
1701,BRUSDALSVATNET,ALESUND,FEB,21,4.4,7.2,1184,1.04,16,7,18.1,3.75,17250,0.67,<1,<1,70000,2009
1702,BRUSDALSVATNET,ALESUND,FEB,20,4.5,7.4,1186,1.04,17,4.5,22.7,3.07,13000,0.67,<1,<1,78333,2009
1703,BRUSDALSVATNET,ALESUND,MAR,21,5.2,7.5,1036,1.05,16,3,28.5,3.55,28750,0.24,<1,<1,155000,2009
1704,BRUSDALSVATNET,ALESUND,MAR,21,5.5,7.6,973,1.1,13,7.6,27.8,3.33,130500,0.16,<1,<1,392500,2009
1705,BRUSDALSVATNET,ALESUND,APR,21,5.6,7.6,951,1.05,13,7.2,25.8,3.23,22500,0.76,<1,<1,712500,2009
1885,BRUSDALSVATNET,ALESUND,APR,25,6.4,7.9,378,1.1,13,6.4,4.1,0.94,0,0.73,<1,<1,0,2009
1887,BRUSDALSVATNET,ALESUND,MAY,31,6.8,7,970,1.1,13,5.5,25.3,20.2,0,0.64,<1,<1,0,2009
1717,BRUSDALSVATNET,ALESUND,MAY,21,5.4,7.8,438,1.06,,2.9,1.7,0.41,3,0.73,<1,<1,6,2009
1424,BRUSDALSVATNET,ALESUND,JUN,27,7.9,6.7,120,1.08,10,4.5,1.2,0,0,0.76,<1,<1,135,2009
1457,BRUSDALSVATNET,ALESUND,JUN,26,6.2,7.3,135,1,10,3,1.8,0,0,0.65,<1,<1,113,2009
1627,BRUSDALSVATNET,ALESUND,JUN,27,8.2,7.6,176,1.04,10,3,1.9,0,0,0.68,<1,<1,135,2009
1628,BRUSDALSVATNET,ALESUND,JUL,28,6.6,7.4,112,1.05,9,4.5,1.2,0,0,0.75,<1,<1,91,2009
1458,BRUSDALSVATNET,ALESUND,JUL,26,7.9,7.8,196,1.04,10,3,0.8,0,0,0.78,<1,<1,73,2009
1624,BRUSDALSVATNET,ALESUND,AUG,29,9,8,269,1.11,10,5.9,1.8,0,0,0.63,<1,<1,155,2009
1925,BRUSDALSVATNET,ALESUND,AUG,28,0,8,698,1.04,9,5.1,0,0,0,0.69,<1,<1,0,2009
1926,BRUSDALSVATNET,ALESUND,AUG,30,9.6,7.6,633,1.05,10,6.7,0,0,0,0.67,<1,<1,30,2009
1625,BRUSDALSVATNET,ALESUND,SEP,27,3.2,6.8,389,1.12,,5.8,26,0,0,0.72,<1,<1,633,2009
1626,BRUSDALSVATNET,ALESUND,SEP,28,5.5,7.5,375,1.07,,6.4,24,0,0,0.76,<1,<1,383,2009
1428,BRUSDALSVATNET,ALESUND,SEP,19,5,3.2,630,1.04,,6.6,7,2.5,27,0.85,<1,<1,33,2009
2050,BRUSDALSVATNET,ALESUND,OCT,26,7,7.8,122,1.11,,5.4,0.65,0,0,0.26,<1,<1,3,2009
2051,BRUSDALSVATNET,ALESUND,OCT,26,7.2,7.8,130,1.06,,6.7,0.93,0.1,0,0.65,<1,<1,3,2009
2052,BRUSDALSVATNET,ALESUND,OCT,25,6.6,8,151,1.03,,6.4,0.98,0,0,0.7,<1,<1,6,2009
2053,BRUSDALSVATNET,ALESUND,NOV,25,6.7,7.9,188,1.07,,6.3,1.03,0,0,0.7,<1,<1,8,2009
1403,BRUSDALSVATNET,ALESUND,NOV,28,6.1,7.7,120,1.03,,6.2,1.36,0,264,0.25,<1,<1,350,2009
1404,BRUSDALSVATNET,ALESUND,NOV,29,5.4,7.3,141,1.22,,6.9,2.67,0.08,285,0.69,<1,<1,510,2009
1726,BRUSDALSVATNET,ALESUND,DEC,28,5.8,7.8,161,1.14,,7.6,2.93,0.1,518,0.81,83.1,<1,588,2009
1393,MARIDASVANNET,OSLO,JAN,0,0,7.6,253,1.09,,8.3,0,2.8,0,0.61,<1,<1,0,2008
1150,,OSLO,FEB,25,7,7.7,448,1.05,,9,0.4,0.2,17,0.71,<1,<1,42,2008
1246,MARIDASVANNET,OSLO,MAR,25,4.8,7.5,20360,1.14,,9.7,8.8,0.2,23,0.73,<1,<1,65,2008
1860,MARIDASVANNET,OSLO,MAR,27,4.9,7.7,904,1.09,21,10.4,3.6,0,13950,0.75,<1,<1,32750,2008
1861,MARIDASVANNET,OSLO,APR,28,6.4,8,477,1.05,21,11.1,2.4,0,12325,0.71,<1,<1,22825,2008
1862,MARIDASVANNET,OSLO,APR,29,6.7,7.9,14111,0.99,21,11.8,2.9,0,10725,0.66,<1,<1,21000,2008
1865,MARIDASVANNET,OSLO,MAY,28,5.7,7.6,868,1.05,21,11,4.2,0.4,5,0.69,<1,<1,57,2008
1148,MARIDASVANNET,OSLO,JUN,30,6.2,8,899,1.05,20,7.7,3.1,0,10275,0.79,<1,<1,16500,2008
1149,MARIDASVANNET,OSLO,JUL,26,4.8,7.6,14426,1.12,20,7.6,10.4,0.1,32,0.63,<1,<1,148,2008
1435,MARIDASVANNET,OSLO,AUG,27,6.2,7.4,29920,1.06,20,7.7,3.6,0.2,14,0.64,<1,<1,41,2008
1434,MARIDASVANNET,OSLO,SEP,27,0,7.5,5414,1.03,29,8,359,0.1,3,0.64,<1,<1,14,2008
1438,MARIDASVANNET,OSLO,OCT,27,4.2,7.8,589,0.99,28,8,4,0,23575,0.62,<1,<1,50250,2008
1399,MARIDASVANNET,OSLO,OCT,30,6.8,7.5,2870,1.13,23,9.3,2.5,0.1,582,0.72,<1,<1,1114,2008
1475,MARIDASVANNET,OSLO,NOV,29,6.5,6.9,1690,1.02,23,9.4,1.5,0.1,555,0.72,<1,<1,1331,2008
1476,MARIDASVANNET,OSLO,DEC,29,6.5,7.1,3110,1.12,,9.8,1.6,0.1,1243,0.68,<1,<1,2056,2008
1400,MARIDASVANNET,OSLO,DEC,29,6.4,7.7,44000,1.09,,,2.3,0.1,814,0.75,<1,<1,1287,2008
1543,SKJAERSJOELVA,OSLO,JAN,27,7.2,7.2,70,1.11,18,,1.6,0.1,1554,0.72,<1,<1,2887,2008
1544,SKJAERSJOELVA,OSLO,JAN,28,7.2,6.8,60,1.06,11,6.5,2.1,0.1,5778,0.68,<1,<1,10403,2008
1545,SKJAERSJOELVA,OSLO,FEB,28,7.4,7.1,80,1.14,9,6.6,1.4,0.1,475,0.2,<1,<1,1010,2008
1546,SKJAERSJOELVA,OSLO,FEB,28,7.2,6.9,80,1.07,16,6.6,1.3,0.1,1009,0.7,<1,<1,1938,2008
1547,SKJAERSJOELVA,OSLO,MAR,29,7.4,7,66,1.02,14,7.9,2,0.1,700,0.2,<1,<1,1451,2008
1548,SKJAERSJOELVA,OSLO,MAR,28,6.3,6.6,66,0.99,14,7.4,1.6,0.1,1427,0.68,<1,<1,3293,2008
1093,SKJAERSJOELVA,OSLO,APR,26,6.4,7.3,103,1.13,13,7,4,0.24,126,0.71,<1,<1,753,2008
1094,SKJAERSJOELVA,OSLO,APR,27,6.7,7.4,103,1.03,14,6.9,3.9,0.22,64,0.71,<1,<1,644,2008
1461,SKJAERSJOELVA,OSLO,MAY,28,6.6,7.5,97,0.96,13,7.3,3.7,0.25,16,0.73,<1,<1,169,2008
1092,SKJAERSJOELVA,OSLO,JUN,28,5.7,7.2,531,1.09,14,8,5.3,0.75,116,0.95,<1,<1,456,2008
1462,SKJAERSJOELVA,OSLO,JUN,25,6.4,7.1,113,1.09,11,5.5,3.9,0.47,60,0.76,<1,<1,400,2008
1151,SKJAERSJOELVA,OSLO,JUL,25,6.6,7.2,88,1.02,10,7,3.9,0.45,228,0.28,<1,<1,1146,2008
1152,SKJAERSJOELVA,OSLO,AUG,22,6.2,7.3,117,1.02,11,6.6,4,0.5,169,0.81,<1,<1,638,2008
17,SKJAERSJOELVA,OSLO,AUG,28,5.5,6.6,1314,1.05,9,6.4,1.7,0.4,290,0.81,<1,<1,668,2008
18,SKJAERSJOELVA,OSLO,SEP,27,7.5,6.8,32,1.05,9,7.1,0.8,0.3,200,0.63,<1,<1,738,2008
1338,SKJAERSJOELVA,OSLO,SEP,28,6.7,6.8,42,1.07,9,8.1,1,0.4,230,0.71,<1,<1,804,2008
20,SKJAERSJOELVA,OSLO,OCT,28,6.9,6.7,73,1.02,,8.3,0.5,0.2,688,0.25,<1,<1,1242,2008
21,SKJAERSJOELVA,OSLO,OCT,28,6.8,6.9,7920,1.06,23,7.4,0.5,0.2,391,0.72,<1,<1,813,2008
42,SKJAERSJOELVA,OSLO,NOV,29,7.4,7.2,49,0.93,23,6.8,1.1,0.3,327,0.74,<1,<1,641,2008
43,SKJAERSJOELVA,OSLO,DEC,28,7.2,6.8,58,1.07,23,6.1,1.5,0.3,173,0.6,<1,<1,556,2008
1154,SKJAERSJOELVA,OSLO,DEC,29,6.8,6.6,115,1.04,22,7.5,2,0.5,148,0.67,<1,<1,635,2008
1155,DAUSJOELVA,OSLO,JAN,28,0.8,6.8,2156,1.05,24,7.5,7.4,1,14825,0.78,<1,<1,20733,2008
1156,DAUSJOELVA,OSLO,FEB,26,7.1,6.1,34,0.93,24,7.5,0.6,0.5,1300,0.63,<1,<1,1975,2008
1341,DAUSJOELVA,OSLO,FEB,26,5.9,6.2,52,1.08,22,6,0.5,0.6,1100,0.65,<1,<1,1775,2008
1565,DAUSJOELVA,OSLO,MAR,26,5.1,6.2,55,1.04,24,7.6,1.1,0.4,1275,0.71,<1,<1,2000,2008
1339,DAUSJOELVA,OSLO,APR,26,6.7,6.2,43,1.07,22,7.2,0.7,0.4,1325,0.69,<1,<1,2100,2008
1340,DAUSJOELVA,OSLO,APR,26,5.8,6.2,34,0.98,24,6.4,0.6,0.3,975,0.75,<1,<1,1625,2008
1384,DAUSJOELVA,OSLO,MAY,26,6.4,6.2,39,0.96,23,5.5,0.7,0.4,1375,0.72,<1,<1,1900,2008
1342,DAUSJOELVA,OSLO,JUN,26,6.6,6.3,41,0.96,23,2.9,0.6,0.3,1033,0.71,<1,<1,1442,2008
1443,DAUSJOELVA,OSLO,JUL,26,5.4,6.2,47,1.13,21,4.5,0.7,0.5,1250,0.96,<1,<1,1825,2008
1442,DAUSJOELVA,OSLO,AUG,28,6.7,6.7,80,1.11,21,3,1.3,0.5,1655,0.73,<1,<1,3050,2008
1563,DAUSJOELVA,OSLO,SEP,27,6.4,7,112,0.98,21,3,1.4,0.7,3850,0.4,<1,<1,5725,2008
1564,DAUSJOELVA,OSLO,OCT,29,6.3,7.1,83,1.05,21,3.1,1,0.4,643,0.81,<1,<1,1080,2008
1566,DAUSJOELVA,OSLO,OCT,28,6.2,6.5,95,1.08,20,2.9,0.8,1.2,1075,0.78,<1,<1,2550,2008
1567,DAUSJOELVA,OSLO,NOV,28,6.9,6.4,41,1.16,20,2.9,0.5,0.2,83,0.7,<1,<1,285,2008
1568,DAUSJOELVA,OSLO,NOV,27,6.8,6.5,51,1.06,20,3.7,0.5,0.2,98,0.73,<1,<1,435,2008
1569,DAUSJOELVA,OSLO,DEC,28,6.6,6.9,11654,1.09,29,4.5,0.7,0.3,338,0.79,<1,<1,963,2008
1570,SVARTEDIKET,BERGEN,JAN,28,7,7.2,11962,1.01,28,5.3,0.3,0.3,68,0.79,<1,<1,550,2008
1571,SVARTEDIKET,BERGEN,JAN,28,7.5,6.9,52,1.05,25,6.1,0.5,0.2,138,0.77,<1,<1,685,2008
1572,SVARTEDIKET,BERGEN,JAN,28,7.4,6.8,68,0.98,25,6.9,0.3,0.2,160,0.74,<1,<1,725,2008
1573,SVARTEDIKET,BERGEN,FEB,29,2.8,6.6,1239,0.93,25,7.7,2.3,0.6,263,0.7,<1,<1,645,2008
1448,SVARTEDIKET,BERGEN,FEB,28,6.2,7.6,380,0.96,11,8.5,0.5,0.5,1318,0.13,<1,<1,24583,2008
1455,SVARTEDIKET,BERGEN,MAR,30,7.9,7.9,382,1.06,20,9.3,2.1,0.21,993,0.73,<1,<1,2700,2008
1456,SVARTEDIKET,BERGEN,MAR,28,8.1,8,21030,1.08,16,10.1,1.7,0.51,146,0.76,<1,<1,463,2008
1642,SVARTEDIKET,BERGEN,MAR,30,7.2,7.7,244,1.16,9,10.9,1.2,0.51,980,0.8,<1,<1,1793,2008
1643,SVARTEDIKET,BERGEN,APR,32,6.7,7.6,231,1.01,8,11.7,1.5,0.56,1460,0.69,<1,<1,3133,2008
1685,SVARTEDIKET,BERGEN,APR,29,7,8.1,637,1.06,8,12.5,3.5,1.2,0,0.62,<1,<1,0,2008
1159,SVARTEDIKET,BERGEN,APR,26,7.5,6.5,65,1.15,10,7.2,1,0.15,108,0.12,<1,<1,319,2008
1160,SVARTEDIKET,BERGEN,MAY,28,6.8,6.5,88,1,22,7.9,0.9,0.11,111,0.67,<1,<1,233,2008
1161,SVARTEDIKET,BERGEN,JUN,29,6.8,6.5,128,1.3,22,7.9,1.8,0.15,295,0.68,<1,<1,507,2008
1162,SVARTEDIKET,BERGEN,JUN,32,7.8,7.2,250,1.09,22,7.6,1.9,0.15,128,0.74,<1,<1,249,2008
1328,SVARTEDIKET,BERGEN,JUL,28,7.2,6.4,71,1.19,22,7.5,1.2,0.12,67,0.79,<1,<1,165,2008
